frame,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,left_hip_x,left_hip_y,left_hip_z,left_knee_x,left_knee_y,left_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_hip_x,right_hip_y,right_hip_z,right_knee_x,right_knee_y,right_knee_z,right_ankle_x,right_ankle_y,right_ankle_z,label
29,0.43364888429641724,0.556860625743866,-0.2624247372150421,0.44605326652526855,0.7234395742416382,-0.32428649067878723,0.44101542234420776,0.8768059611320496,-0.3248465061187744,0.6487861275672913,0.62583988904953,-0.10326693952083588,0.7923636436462402,0.7144941091537476,-0.042094163596630096,0.9294951558113098,0.7670009136199951,0.036449871957302094,0.42155104875564575,0.5591629147529602,0.1094646006822586,0.42581433057785034,0.6995195746421814,0.18134628236293793,0.42402172088623047,0.8545653820037842,0.12935152649879456,0.6314005851745605,0.6447725296020508,0.10323760658502579,0.7603272199630737,0.7167848348617554,0.16223277151584625,0.8860476613044739,0.7502148747444153,0.26725515723228455,full_up
30,0.4342184066772461,0.5575857758522034,-0.26368236541748047,0.44567689299583435,0.7236766815185547,-0.3241674304008484,0.4407579302787781,0.8769715428352356,-0.32485535740852356,0.6489006280899048,0.6260471940040588,-0.10252133756875992,0.7916917204856873,0.714495837688446,-0.040474727749824524,0.92967289686203,0.7666823267936707,0.03762552887201309,0.42158374190330505,0.5568593144416809,0.0983511209487915,0.425830602645874,0.6995347142219543,0.16182109713554382,0.4233635365962982,0.8535740375518799,0.10731811821460724,0.6314307451248169,0.642928957939148,0.10248764604330063,0.7608372569084167,0.7159207463264465,0.16216781735420227,0.8866351842880249,0.7486425042152405,0.26582226157188416,full_up
31,0.4355238080024719,0.5574166774749756,-0.26758334040641785,0.4456923007965088,0.7235593795776367,-0.3257220387458801,0.4405689239501953,0.8769978284835815,-0.33006104826927185,0.649372935295105,0.6238143444061279,-0.10248031467199326,0.7903426289558411,0.7137345671653748,-0.03998224437236786,0.9290575981140137,0.7646357417106628,0.04272966831922531,0.4215763509273529,0.5570051074028015,0.09871426224708557,0.425750195980072,0.7000111937522888,0.16401684284210205,0.4226089417934418,0.8533092737197876,0.1073819026350975,0.6314522624015808,0.6419107913970947,0.10244238376617432,0.7611771821975708,0.714866578578949,0.16423040628433228,0.8862913250923157,0.7465875148773193,0.2709580659866333,full_up
32,0.43569475412368774,0.5572783946990967,-0.27193278074264526,0.4461362957954407,0.7236023545265198,-0.331041157245636,0.4405457079410553,0.8770550489425659,-0.33577340841293335,0.6500892043113708,0.6218624711036682,-0.10408012568950653,0.7894917726516724,0.7135698795318604,-0.04095365107059479,0.9292689561843872,0.7636703848838806,0.04319165647029877,0.4216403365135193,0.556935727596283,0.10171999037265778,0.4257386326789856,0.7000207304954529,0.16730757057666779,0.42249757051467896,0.853313148021698,0.11061318963766098,0.6314665675163269,0.6393628716468811,0.10405111312866211,0.7615114450454712,0.7144775986671448,0.16936777532100677,0.8871630430221558,0.7464061975479126,0.27632540464401245,full_up
33,0.4362603724002838,0.5571116805076599,-0.2716187834739685,0.44819530844688416,0.7225625514984131,-0.33023592829704285,0.4405330717563629,0.8770248293876648,-0.3347157835960388,0.6501039266586304,0.61562579870224,-0.1057301014661789,0.7889277935028076,0.7129095792770386,-0.05129898339509964,0.9294986724853516,0.7626445889472961,0.028568485751748085,0.421816885471344,0.5569433569908142,0.10205741971731186,0.42547839879989624,0.699616551399231,0.17392544448375702,0.4226870536804199,0.8534978032112122,0.1141635999083519,0.6314759850502014,0.6353975534439087,0.10570432245731354,0.7612370252609253,0.7142333984375,0.16890588402748108,0.8873347043991089,0.7461975812911987,0.2739652395248413,full_up
34,0.43875852227211,0.556398332118988,-0.2716411352157593,0.45117372274398804,0.7205867767333984,-0.33007144927978516,0.4405004382133484,0.876904308795929,-0.33422383666038513,0.652894139289856,0.6108412146568298,-0.10586605221033096,0.7893949151039124,0.7127196788787842,-0.051143426448106766,0.9312742948532104,0.7625712156295776,0.029153073206543922,0.4225463271141052,0.5569961071014404,0.10487662255764008,0.42525672912597656,0.6996228694915771,0.17641928791999817,0.42283573746681213,0.8538689017295837,0.11468666791915894,0.6328584551811218,0.6337324380874634,0.10583655536174774,0.7605448961257935,0.7142600417137146,0.17428192496299744,0.8860973119735718,0.7448890209197998,0.28325513005256653,full_up
35,0.4395926594734192,0.5552870631217957,-0.2714008688926697,0.4521554410457611,0.7193297743797302,-0.3328128457069397,0.4402585029602051,0.8768013119697571,-0.33595824241638184,0.6573742628097534,0.6081447005271912,-0.10833790153265,0.7908857464790344,0.7123220562934875,-0.05259285494685173,0.9330490827560425,0.7626346945762634,0.031592752784490585,0.42452478408813477,0.5566921830177307,0.11707516759634018,0.42526426911354065,0.6990581750869751,0.18380634486675262,0.42420879006385803,0.8546317219734192,0.11668872833251953,0.6371397972106934,0.6308158040046692,0.10831648111343384,0.7607107162475586,0.7140510678291321,0.18269659578800201,0.8862903714179993,0.744704008102417,0.2966715395450592,full_up
36,0.44185131788253784,0.5552686452865601,-0.2711992859840393,0.4532776474952698,0.7189608812332153,-0.33209437131881714,0.44023165106773376,0.8767606616020203,-0.3357343375682831,0.6621027588844299,0.6078637838363647,-0.10855044424533844,0.7948356866836548,0.7119016647338867,-0.04989209026098251,0.9340814352035522,0.762676477432251,0.042127493768930435,0.42583662271499634,0.5562431812286377,0.11708422005176544,0.4253866672515869,0.6961532235145569,0.18358853459358215,0.4261014461517334,0.8549249172210693,0.11722265183925629,0.6417526006698608,0.6282699704170227,0.10853061825037003,0.7633457779884338,0.7129262089729309,0.1854647696018219,0.8867297172546387,0.7448081970214844,0.29979854822158813,full_up
37,0.44320249557495117,0.5531464219093323,-0.2693013846874237,0.4543786644935608,0.7180261015892029,-0.3316020667552948,0.43996208906173706,0.8765356540679932,-0.33560100197792053,0.6660038828849792,0.6051557064056396,-0.10871386528015137,0.8014200329780579,0.7111750841140747,-0.053672682493925095,0.9385268092155457,0.7628037333488464,0.037405289709568024,0.4286266267299652,0.5562446117401123,0.11936619132757187,0.43068933486938477,0.6962485909461975,0.1827707588672638,0.42791682481765747,0.8556886911392212,0.11563849449157715,0.6477197408676147,0.6263550519943237,0.10869240760803223,0.7694097757339478,0.7126615643501282,0.18195180594921112,0.8918895721435547,0.7455903887748718,0.29487091302871704,full_up
38,0.44507473707199097,0.5510140061378479,-0.26955386996269226,0.4568271040916443,0.7171238660812378,-0.3350762128829956,0.4399782121181488,0.8764203786849976,-0.33653971552848816,0.668498158454895,0.6012243628501892,-0.10967652499675751,0.804131031036377,0.7099097967147827,-0.05957413837313652,0.9404241442680359,0.7628300786018372,0.03104417584836483,0.4313123822212219,0.5566413998603821,0.12257149070501328,0.4357113242149353,0.699387788772583,0.18421296775341034,0.43002134561538696,0.8561969995498657,0.11605366319417953,0.6508892774581909,0.6254566311836243,0.10966511070728302,0.7759162783622742,0.7121962904930115,0.17945721745491028,0.8972768783569336,0.7475515604019165,0.2846822440624237,full_up
39,0.4454208314418793,0.5470811724662781,-0.26945388317108154,0.457946240901947,0.7151790261268616,-0.3360445201396942,0.4402097165584564,0.8763349056243896,-0.337328165769577,0.6690884828567505,0.5961102843284607,-0.11076672375202179,0.8052045106887817,0.7085593342781067,-0.06237316131591797,0.9413057565689087,0.7627772688865662,0.028887832537293434,0.4336417317390442,0.557039201259613,0.12445133924484253,0.44026175141334534,0.699306845664978,0.18570685386657715,0.43300843238830566,0.8564406037330627,0.11709655821323395,0.6514142751693726,0.6241260766983032,0.11075552552938461,0.7774192094802856,0.7116811275482178,0.1788029819726944,0.8982337713241577,0.7484928965568542,0.2844516634941101,full_up
